Source,Normalization,Layers,Random State,R^2,MSE,RMSE,Pearson Corr,Runtime
ROC+BUF+SYR+ALB,MinMax,2,None,-0.5418210230119389,0.012690774920277825,0.11265333958777177,0.14208996612039446,44.265625
ROC+BUF+SYR+ALB,MinMax,2,0,-0.025302553772410308,0.010306709671974012,0.101521966450488,0.2163021377969294,44.03125
ROC+BUF+SYR+ALB,MinMax,2,42,-0.08283086196956613,0.012738488430247023,0.1128649123077984,0.07411470463363236,43.625
ROC+BUF+SYR+ALB,MinMax,3,None,-0.05513597496507905,0.009277105890103018,0.09631773403741918,0.10820044166393084,44.109375
ROC+BUF+SYR+ALB,MinMax,3,0,0.001059918691914019,0.010041704626462818,0.10020830617500137,0.182589663395158,43.96875
ROC+BUF+SYR+ALB,MinMax,3,42,0.03812946284063545,0.011315503777490623,0.1063743567665188,0.23590321816246806,44.046875
ROC+BUF+SYR+ALB,MinMax,4,None,0.02552256961228827,0.010097308561818681,0.10048536491359665,0.1926562180827536,44.8125
ROC+BUF+SYR+ALB,MinMax,4,0,0.0409332010907022,0.009640884064921367,0.09818800367112761,0.20795191645631414,45.375
ROC+BUF+SYR+ALB,MinMax,4,42,0.07402972278555853,0.010893170925691913,0.10437035463047882,0.27231847449636176,44.8125
ROC+BUF+SYR+ALB,MinMax,5,None,0.06773498090208496,0.009902449528424874,0.0995110522928226,0.262195831801173,45.78125
ROC+BUF+SYR+ALB,MinMax,5,0,0.06611216041217693,0.009387776118770197,0.09689053678646949,0.25866879570643775,45.59375
ROC+BUF+SYR+ALB,MinMax,5,42,0.020456841010555005,0.011523405580644935,0.10734712655979635,0.1524683800547888,46.265625
ROC+BUF+SYR+ALB,None,2,None,-5450.789036109953,45.868865300479385,6.7726557051484155,-0.01508757411575596,43.484375
ROC+BUF+SYR+ALB,None,2,0,-27287.336457079065,274.31216303854876,16.562371902555164,0.020083033944581306,44.15625
ROC+BUF+SYR+ALB,None,2,42,-4031.048003029162,47.4332590995464,6.887180780228322,0.059405997049077876,44.140625
ROC+BUF+SYR+ALB,None,3,None,-4515.109438618598,41.70251355320919,6.457748334613946,-0.047752684710639356,44.09375
ROC+BUF+SYR+ALB,None,3,0,-1422.5163793438849,14.309698128825477,3.782816163762849,-0.1396411270769428,44.453125
ROC+BUF+SYR+ALB,None,3,42,-328.2174238214577,3.872933891778232,1.967977106517815,0.030869017743882947,44.09375
ROC+BUF+SYR+ALB,None,4,None,-286.4878930854016,3.143704694009233,1.7730495464056364,-0.04517748975422269,44.6875
ROC+BUF+SYR+ALB,None,4,0,-301.5225441795794,3.0410653134664596,1.7438650502451327,-0.0835585493693309,44.15625
ROC+BUF+SYR+ALB,None,4,42,-670.7874659413716,7.902948801176342,2.8112183837575375,-0.14035919760146257,45.171875
ROC+BUF+SYR+ALB,None,5,None,-551.0060418728224,4.67503662388675,2.162183300251565,0.04360365708688666,44.984375
ROC+BUF+SYR+ALB,None,5,0,-205.11888164994755,2.0719810589192607,1.4394377579177435,-0.0007403741007190375,45.015625
ROC+BUF+SYR+ALB,None,5,42,-35.894090365242526,0.43402433359471343,0.6588052319120677,0.015462956930936066,46.28125
ROC+BUF+SYR+ALB,ZScore,2,None,-7.845879928200974,0.11506268850730075,0.33920891572495665,0.13592086147195684,43.78125
ROC+BUF+SYR+ALB,ZScore,2,0,-5.123395974972067,0.06155457653778606,0.24810194787180945,0.08546492771990498,43.828125
ROC+BUF+SYR+ALB,ZScore,2,42,-4.069616986684724,0.059639284027427526,0.24421155588429375,0.073329256635796,43.703125
ROC+BUF+SYR+ALB,ZScore,3,None,-3.426877157824288,0.04433013652969338,0.210547231113813,0.10726104924114709,45.3125
ROC+BUF+SYR+ALB,ZScore,3,0,-2.321914271058344,0.033393075849673,0.1827377242106101,0.15824710564126743,43.6875
ROC+BUF+SYR+ALB,ZScore,3,42,-1.2244103564674793,0.02616809936359113,0.16176556915360923,0.14862205785614022,43.09375
ROC+BUF+SYR+ALB,ZScore,4,None,-0.5907307817145058,0.010899446485734567,0.10440041420288795,0.22193241668232436,45.203125
ROC+BUF+SYR+ALB,ZScore,4,0,-0.7951806410795021,0.018045800830475304,0.13433465982565818,0.14811894106811646,45.8125
ROC+BUF+SYR+ALB,ZScore,4,42,-0.7752195049954538,0.020883790737550118,0.14451225116767824,0.1311568264381651,44.796875
ROC+BUF+SYR+ALB,ZScore,5,None,-1.5857288009777815,0.0227549530456133,0.15084744958272678,0.1081480247333901,46.0
ROC+BUF+SYR+ALB,ZScore,5,0,-0.20443440273414493,0.01210740738160082,0.11003366476492919,0.23451992314322884,45.046875
ROC+BUF+SYR+ALB,ZScore,5,42,-0.12298941053481194,0.013210916049592316,0.11493874912140081,0.2680701815827794,46.109375
ROC,MinMax,2,None,-0.0689618822437954,0.008321763545683165,0.09122370056998984,0.05906175486285652,16.1875
ROC,MinMax,2,0,-0.2580133268329057,0.012646001978084425,0.11245444401216176,-0.2870001035909485,15.859375
ROC,MinMax,2,42,-0.2366640124806505,0.014548191013353647,0.12061588209416556,-0.24350487773934093,15.890625
ROC,MinMax,3,None,0.06288708882498173,0.0071348852947391034,0.0844682502171029,0.2619940283398838,17.203125
ROC,MinMax,3,0,-0.12511686423069057,0.01131007898497987,0.10634885511833153,-0.3124561296432408,17.234375
ROC,MinMax,3,42,0.042615942642464044,0.011262724554940411,0.10612598435322243,0.20876272895762166,16.125
ROC,MinMax,4,None,0.06532602868347637,0.004746195628151316,0.06889263841769537,0.297948965985786,17.0625
ROC,MinMax,4,0,0.07472995007534022,0.009301147000618133,0.0964424543477515,0.2746843674632543,17.0625
ROC,MinMax,4,42,0.040374544786696,0.011289092496283853,0.10625014115888907,0.3043464611017717,17.4375
ROC,MinMax,5,None,0.040466119792555655,0.010285413657510513,0.10141702843955996,0.2962841755732151,17.921875
ROC,MinMax,5,0,0.05097725586613089,0.009539917617389504,0.09767250184872661,0.2581238946058162,18.078125
ROC,MinMax,5,42,0.033304812554781904,0.011372261258279956,0.10664080484636243,0.1964664906504805,17.859375
ROC,None,2,None,-2578784.546561647,24805.60163639192,157.49794168938183,0.19864484008105093,16.359375
ROC,None,2,0,-3120.0581649138094,31.373998101101986,5.601249691015567,-0.1456633617139186,16.40625
ROC,None,2,42,-71578.35118740452,842.063861466638,29.018336641968954,-0.030089549408213612,16.03125
ROC,None,3,None,-323.7947206639789,2.9504998962566336,1.7177019229938102,0.042428171714490405,17.109375
ROC,None,3,0,-32955.865681192496,331.2942555585346,18.20149047629162,-0.018015879945024054,17.203125
ROC,None,3,42,-3183.4875566872174,37.46250621573608,6.1206622366976005,0.24135109518518105,17.40625
ROC,None,4,None,-2626.725268172204,28.552257544017905,5.343431251922111,-0.2695264646114386,17.828125
ROC,None,4,0,-2.167462424650424,0.031840470393488696,0.17843898226981877,0.060939791950283116,19.046875
ROC,None,4,42,-148.98362191922155,1.7644164935135043,1.3283134018421647,-0.14407254389830926,19.015625
ROC,None,5,None,-103.35764033730884,0.8913184507832999,0.9440966321215747,-0.17032414726809914,18.0625
ROC,None,5,0,-25.27694066934723,0.26414524917565463,0.5139506291227346,-0.06405529635845512,19.796875
ROC,None,5,42,-25.647368671601185,0.3134812734301796,0.559893984098936,0.2654765557553503,17.90625
ROC,ZScore,2,None,-2.8959941714611617,0.04491595940660765,0.2119338562066185,0.01826255084586725,15.984375
ROC,ZScore,2,0,-4.797701427701019,0.05828057792331187,0.2414137069913634,0.00807608535718316,15.625
ROC,ZScore,2,42,-1.1979358160604305,0.025856651252426404,0.16080003498888426,0.10059915354407656,15.515625
ROC,ZScore,3,None,-0.12845017952757254,0.012885828034509283,0.11351576117222349,0.2537427214611501,16.671875
ROC,ZScore,3,0,-0.4349828467558843,0.014424963179267227,0.12010396820782912,0.13324699928040595,16.453125
ROC,ZScore,3,42,-1.196917740966453,0.025844674554807934,0.16076278970833996,0.05256554755490622,17.15625
ROC,ZScore,4,None,-0.5674570017806706,0.01350479259869112,0.11621012261714175,0.13362774395311622,17.359375
ROC,ZScore,4,0,-0.9806961847399107,0.01991066973293848,0.1411051725945526,0.19909495791543633,18.375
ROC,ZScore,4,42,-0.4891349567957537,0.017518274630366287,0.13235661914073768,0.155374647588187,18.859375
ROC,ZScore,5,None,-2.382946871201432,0.03813363049471471,0.1952783410793801,-0.0789630389080161,20.71875
ROC,ZScore,5,0,-0.39417211561561993,0.014014719046141754,0.11838377864446528,0.14831518705316885,19.5625
ROC,ZScore,5,42,-0.40201694987738823,0.016493413073338584,0.12842668365000548,0.14183614347080784,18.953125
ROC+BUF+SYR+ALB,MinMax,10,None,0.07801860455030063,0.007588856420882512,0.08711404261588664,0.28745510677266883,50.46875
ROC+BUF+SYR+ALB,MinMax,10,0,0.0835975564471525,0.009212006635149091,0.0959791989711786,0.29938220507773294,49.09375
ROC+BUF+SYR+ALB,MinMax,10,42,0.08655239295554673,0.010745853468572115,0.10366220848781929,0.33447813103848767,49.71875
ROC+BUF+SYR+ALB,MinMax,20,None,0.10527628649281728,0.007866708016345517,0.08869446440644149,0.36474259056312186,56.484375
ROC+BUF+SYR+ALB,MinMax,20,0,0.0785165820644288,0.0092630824152891,0.09624490851618646,0.2960595388523904,57.40625
ROC+BUF+SYR+ALB,MinMax,20,42,0.08691305224810408,0.010741610650615168,0.10364174183510796,0.3365476716693644,56.46875
ROC+BUF+SYR+ALB,MinMax,30,None,0.0729248734001533,0.009606136911289323,0.0980109020022228,0.2894693168132846,64.78125
ROC+BUF+SYR+ALB,MinMax,30,0,0.07911788950512733,0.009257037856839427,0.09621350142697971,0.2963015583047066,63.71875
ROC+BUF+SYR+ALB,MinMax,30,42,0.0853539204291156,0.010759952372609764,0.10373019026594796,0.3362285569335125,64.25
ROC+BUF+SYR+ALB,None,10,None,-3.671766167711019,0.04962315193283297,0.22276254607279242,0.0675131061056784,49.53125
ROC+BUF+SYR+ALB,None,10,0,-0.4085862429370668,0.01415961503311693,0.11899418066912738,0.12102983543588929,50.15625
ROC+BUF+SYR+ALB,None,10,42,-1.2199608367677701,0.026115754941940822,0.16160369717905845,0.08684975157546833,50.5
ROC+BUF+SYR+ALB,None,20,None,0.09315943176176233,0.007629742750135828,0.08734839866955678,0.3077505977828114,56.8125
ROC+BUF+SYR+ALB,None,20,0,0.04342519543730983,0.009615833642350795,0.09806035713962495,0.23849506517829522,57.078125
ROC+BUF+SYR+ALB,None,20,42,0.08579463043213564,0.010754767833203163,0.10370519675119065,0.3001128268515531,57.0625
ROC+BUF+SYR+ALB,None,30,None,0.06325495631910993,0.008650061166797824,0.09300570502285235,0.3053064920815511,64.640625
ROC+BUF+SYR+ALB,None,30,0,0.06553165460549837,0.009393611571720467,0.09692064574547812,0.2811778958300674,64.171875
ROC+BUF+SYR+ALB,None,30,42,0.09604225025801805,0.010634214207356062,0.1031223264252512,0.3218158914610026,64.34375
ROC+BUF+SYR+ALB,ZScore,10,None,0.04225358898915399,0.010473038901401242,0.10233786641024545,0.291101428794421,49.078125
ROC+BUF+SYR+ALB,ZScore,10,0,0.109515063734558,0.008951474539476721,0.09461223250445326,0.3481874766954244,50.484375
ROC+BUF+SYR+ALB,ZScore,10,42,0.1718282117814136,0.009742663524837693,0.0987049316135607,0.4155123588256913,49.75
ROC+BUF+SYR+ALB,ZScore,20,None,0.13836168466967091,0.00729736701259047,0.0854246276701893,0.39379774285486335,56.828125
ROC+BUF+SYR+ALB,ZScore,20,0,0.13412192149671043,0.008704117563761667,0.09329586037848446,0.3747625767397946,57.234375
ROC+BUF+SYR+ALB,ZScore,20,42,0.18197411555819032,0.009623306492807973,0.09809845306021892,0.42675445502927223,58.953125
ROC+BUF+SYR+ALB,ZScore,30,None,0.13466237486506594,0.011255869899061348,0.10609368453900236,0.37386726929677083,64.4375
ROC+BUF+SYR+ALB,ZScore,30,0,0.12641771413980663,0.008781563024311956,0.09370999426054809,0.3724146869823192,63.875
ROC+BUF+SYR+ALB,ZScore,30,42,0.18168202791329124,0.009626742629711568,0.09811596521316787,0.42840215793447484,63.890625
ROC,MinMax,10,None,0.03892638847316743,0.00962405842655213,0.09810228553174553,0.27220643070168077,21.828125
ROC,MinMax,10,0,0.03971388876310433,0.009653141030549485,0.09825039964574946,0.27472222978527816,21.90625
ROC,MinMax,10,42,0.045787258780578766,0.011225416998097646,0.10595006841950431,0.32140507152537107,21.921875
ROC,MinMax,20,None,0.04819677394790911,0.006521611605530726,0.08075649574821041,0.2950389296937859,28.453125
ROC,MinMax,20,0,0.0393466188797591,0.00965683295938061,0.09826918621511328,0.27433603319500477,29.296875
ROC,MinMax,20,42,0.04092149741464424,0.011282658112145282,0.10621985742856786,0.3151971843913311,29.171875
ROC,MinMax,30,None,0.04671334679130357,0.008389121482721239,0.09159214749486573,0.31050550791808057,36.046875
ROC,MinMax,30,0,0.039533068208137956,0.009654958703738638,0.098259649417951,0.27477127279782093,36.6875
ROC,MinMax,30,42,0.04063451108626648,0.011286034236849587,0.10623574839407678,0.3153837006797776,36.59375
ROC,None,10,None,0.013706485877253427,0.007678198397441553,0.08762532965667834,0.24448712245033583,21.796875
ROC,None,10,0,-0.07799106819491342,0.010836353550458777,0.10409780761600494,0.1673850956061766,21.46875
ROC,None,10,42,0.09567226026781794,0.010638566792210263,0.10314342825507723,0.3324084408528492,21.53125
ROC,None,20,None,0.08727868640044112,0.0069491752818036006,0.08336171352487663,0.3219833041484008,29.09375
ROC,None,20,0,0.03880011027229002,0.009662326660268894,0.09829713454759957,0.28739288782998074,28.21875
ROC,None,20,42,0.09771873788398489,0.010614491904476749,0.10302665628116225,0.3275115135777918,29.125
ROC,None,30,None,0.10819145808407749,0.0045285285914482415,0.06729434293793381,0.3611499996755445,35.984375
ROC,None,30,0,0.08161458858084858,0.009231940140641349,0.09608298569799623,0.28682281564958956,36.03125
ROC,None,30,42,0.0939582528607611,0.010658730480087092,0.10324112785168076,0.3283065048505853,36.359375
ROC,ZScore,10,None,0.12192236303737469,0.009412269754995439,0.09701685294316363,0.35130188974688226,21.6875
ROC,ZScore,10,0,0.08436872095517844,0.0092042546124273,0.09593880660310143,0.310156725665466,21.4375
ROC,ZScore,10,42,0.07601674108980927,0.010869795520937241,0.10425831151969248,0.3062196615211629,21.1875
ROC,ZScore,20,None,0.14387316193937083,0.008235171522297077,0.09074784582730919,0.37977259038713707,28.875
ROC,ZScore,20,0,0.10213149793459242,0.009025696795886953,0.09500366727598969,0.3287262988517419,28.90625
ROC,ZScore,20,42,0.13638638165359596,0.010159603380254073,0.10079485790581816,0.36952795366375574,28.9375
ROC,ZScore,30,None,0.12075236410993795,0.007987260547751965,0.0893714750228056,0.34946499272762266,36.234375
ROC,ZScore,30,0,0.09481124795993268,0.009099282578871203,0.09539015975912402,0.32298567778373943,36.640625
ROC,ZScore,30,42,0.1375778979278529,0.010145586309992087,0.10072530124051299,0.370983214739434,35.890625
